2019-10-23 18:47:35,"b'RT @PigeonExpress_: Airline staff commits $785,000 fraud by upgrading tickets of friends and family #JetBlue #Boston #UnitedStates \n\nhttps:\xe2\x80\xa6'"
2019-10-23 18:31:48,"b'RT @birrlad: A nice looking special scheme of @JetBlue ""Blueprint Livery"" on approach to @JFKairport in blue skies.   \n#avgeek #aviation #J\xe2\x80\xa6'"
2019-10-23 18:30:05,"b'RT @birrlad: A nice looking special scheme of @JetBlue ""Blueprint Livery"" on approach to @JFKairport in blue skies.   \n#avgeek #aviation #J\xe2\x80\xa6'"
2019-10-23 18:27:08,"b'Airline staff commits $785,000 fraud by upgrading tickets of friends and family* #JetBlue #Boston #UnitedStates \n\nhttps://t.co/yaumiMUkDt'"
2019-10-23 18:16:52,"b'RT @birrlad: A nice looking special scheme of @JetBlue ""Blueprint Livery"" on approach to @JFKairport in blue skies.   \n#avgeek #aviation #J\xe2\x80\xa6'"
2019-10-23 18:10:57,"b'My job and my bike have brought me to some amazing places, it\xe2\x80\x99s even better when I get to combine them. \xf0\x9f\x93\xb8 greghillson #pilotlife #jetblue https://t.co/Ymm78JvNOt'"
2019-10-23 18:09:29,"b'A nice looking special scheme of @JetBlue ""Blueprint Livery"" on approach to @JFKairport in blue skies.   \n#avgeek #aviation #JetBlue #Embraer #Blueprint #JFK #Airtravel #NewYork https://t.co/GFIIvAy9sz'"
2019-10-23 17:52:48,"b'Airline staff commits $785,000 fraud by upgrading tickets of friends and family #JetBlue #Boston #UnitedStates \n\nhttps://t.co/x824p96Myt'"
2019-10-23 17:52:33,b'A view over BOS airport when the pilot had to fly around after some geese were flying in front of the runway on final approach #Boston #Logan #jetblue https://t.co/DNnWKbgOl6'
2019-10-23 17:00:40,b'Life with #adhd is hard says #jetblue founder David Neeleman - but the ability to hyper focus and obsess/learn everything about a topic is gift to entrepreneurship (who else gets so excited @ their work in shower they have to take notes immediately after?) #anxach #HIBTSummit'
2019-10-23 16:13:11,"b""Is the @JetBlue website down for anyone else? Can't pick flights, can't book flights, and can't sign in. #JetBlue"""
2019-10-23 14:55:11,b'Well damn!  #jetblue #travel https://t.co/2X2X1iq52i'
2019-10-23 14:46:07,"b'@JetBlue Sun. 10/20 I was on #JetBlue #892 from TPA to BOS. Flight attendent, Clark, made a point to introduce himself to every passenger on the plane, shake their hand, and ask their name.  He wanted to make sure every person was happy &amp; comfortable. customer service Clark!! https://t.co/C9vRklA4Tn'"
2019-10-23 13:50:32,b'heading h\xe2\x99\xa1me. \n\n#Chanel\n#JetBlue\n#Supreme\n#JambaJuice https://t.co/zLkDKZYnjz'
2019-10-23 11:43:45,"b'RT @MiamiWebFest: Red Carpet, opening night of @biseriesland !! \n.\n.\n#seriesland #miamiwebfest #biseriesland #roseofdolls #bilbao #bilboroc\xe2\x80\xa6'"
2019-10-23 10:50:55,"b'Red Carpet, opening night of @biseriesland !! \n.\n.\n#seriesland #miamiwebfest #biseriesland #roseofdolls #bilbao #bilborock #cascoviejo #iberia #jetblue #bryangthompson #degreenorthhair #imanifilms #spain #espa\xc3\xb1a #filmfestival #webfest #coldlightfilm #lakatanafilms https://t.co/Vtcl2RACGl'"
2019-10-23 10:50:25,"b'Red Carpet, opening night of @biseriesland !! \n.\n.\n#seriesland #miamiwebfest #biseriesland #roseofdolls #bilbao #bilborock #cascoviejo #iberia #jetblue #bryangthompson #degreenorthhair #imanifilms #spain #espa\xc3\xb1a #filmfestival #webfest #coldlightfilm #lakatanafilms https://t.co/osIlEpk2Ut'"
2019-10-23 10:11:30,"b'Red Carpet, opening night of @biseriesland !! \n.\n.\n#seriesland #miamiwebfest #biseriesland #roseofdolls #bilbao #bilborock #cascoviejo #iberia #jetblue #bryangthompson #degreenorthhair #imanifilms #spain #espa\xc3\xb1a #filmfestival #webfest #coldlightfilm #lakatanafilms https://t.co/qhyAefak3T'"
2019-10-23 10:11:08,"b'Red Carpet, opening night of @biseriesland !! \n.\n.\n#seriesland #miamiwebfest #biseriesland #roseofdolls #bilbao #bilborock #cascoviejo #iberia #jetblue #bryangthompson #degreenorthhair #imanifilms #spain #espa\xc3\xb1a #filmfestival #webfest #coldlightfilm #lakatanafilms https://t.co/4AnOWoHcPL'"
2019-10-23 07:26:36,b'JetBlue ESA Policy- Presenting Their Detailed Flying Requirements\n\nTo know more about check the link in bio.\n#jetblue #esa #pet #petlovers #emotionalsupportanimal https://t.co/aDp3BfsBTr https://t.co/FMo7UUW8Of'
2019-10-23 07:16:05,b'#Jetblue Gate #Agent #Could Get 20 #Years for #Ticket Scam\nhttps://t.co/zwoX3wi10F https://t.co/cym8GvKryG'
2019-10-23 06:06:04,"b""Airline #JetBlue Employee Committed $7,85,000 Fraud By Upgrading Family's #Tickets \n\nhttps://t.co/glnPlomus3"""
2019-10-23 02:24:45,b'RT @CP_ShotMaker: Charm to Paradise and back...in less than 2 hours \xe2\x98\x80\xef\xb8\x8f\xe2\x9c\x88\xef\xb8\x8f\xf0\x9f\x8c\xb4 #My3Favs #CHS #FLL #JetBlue \xf0\x9f\x98\x89 https://t.co/5MuzTZJUr6'
